Word,Language
gemacht,German
leben,German
wo,German
nach,German
zurück,German
wenig,German
nur,German
Runde,German
Mann,German
Jahr,German
kam,German
zeigen,German
jeder,German
gut,German
mir,German
geben,German
unsere,German
unter,German
Name,German
sehr,German
durch,German
nur,German
Formular,German
Satz,German
groß,German
denken,German
sagen,German
Hilfe,German
niedrig,German
Linie,German
abweichen,German
wiederum,German
Ursache,German
viel,German
bedeuten,German
vor,German
Umzug,German
Recht,German
Junge,German
alt,German
zu,German
gleich,German
sie,German
alle,German
da,German
wenn,German
nach oben,German
Verwendung,German
Ihre,German
Weg,German
über,German
viele,German
dann,German
sie,German
schreiben,German
würde,German
wie,German
so,German
diese,German
sie,German
lange,German
machen,German
Sache,German
sehen,German
ihm,German
zwei,German
hat,German
suchen,German
mehr,German
Tag,German
könnte,German
gehen,German
kommen,German
tat,German
Anzahl,German
klingen,German
nicht,German
am meisten,German
Menschen,German
meine,German
über,German
wissen,German
Wasser,German
als,German
Anruf,German
erste,German
die,German
können,German
nach unten,German
Seite,German
gewesen,German
jetzt,German
finden,German
Kopf,German
stehen,German
besitzen,German
Seite,German
sollte,German
Land,German
gefunden,German
Antwort,German
Schule,German
wachsen,German
Studie,German
noch,German
lernen,German
Anlage,German
Abdeckung,German
Lebensmittel,German
Sonne,German
vier,German
zwischen,German
Zustand,German
halten,German
Auge,German
nie,German
letzte,German
lassen,German
Gedanken,German
Stadt,German
Baum,German
überqueren,German
Bauernhof,German
schwer,German
Beginn,German
Macht,German
Geschichte,German
Säge,German
weit,German
Meer,German
ziehen,German
links,German
spät,German
laufen,German
unterlassen Sie,German
während,German
Presse,German
Schließen,German
Nacht,German
realen,German
Leben,German
wenige,German
Norden,German
Buch,German
tragen,German
nahm,German
Wissenschaft,German
essen,German
Zimmer,German
Freund,German
begann,German
Idee,German
Fisch,German
berg,German
Stopp,German
einmal,German
Basis,German
hören,German
Pferd,German
Schnitt,German
sicher,German
beobachten,German
Farbe,German
Gesicht,German
Holz,German
Haupt-,German
geöffnet,German
scheinen,German
zusammen,German
nächste,German
weiß,German
Kinder,German
Start,German
bekam,German
gehen,German
Beispiel,German
erleichtern,German
Papier,German
Gruppe,German
immer,German
Musik,German
diejenigen,German
beide,German
Marke,German
oft,German
Schreiben,German
bis,German
Meile,German
Fluss,German
Auto,German
Füße,German
Pflege,German
zweite,German
genug,German
Ebene,German
Mädchen,German
üblich,German
jung,German
bereit,German
oben,German
je,German
rot,German
Liste,German
obwohl,German
fühlen,German
Vortrag,German
Vogel,German
bald,German
Körper,German
Hund,German
Familie,German
direkt,German
Pose,German
verlassen,German
Lied,German
messen,German
Tür,German
Produkt,German
schwarz,German
kurz,German
Zahl,German
Klasse,German
Wind,German
Frage,German
passieren,German
vollständig,German
Schiff,German
Bereich,German
Hälfte,German
Stein,German
bestellen,German
Feuer,German
Süden,German
Problem,German
Stück,German
sagte,German
wusste,German
passieren,German
seit,German
obere,German
ganze,German
König,German
Straße,German
Zoll,German
multiplizieren,German
nichts,German
Kurs,German
bleiben,German
Rad,German
voll,German
Kraft,German
blau,German
Objekt,German
entscheiden,German
Oberfläche,German
tief,German
Mond,German
Insel,German
Fuß,German
System,German
beschäftigt,German
Prüfung,German
Rekord,German
Boot,German
gemeinsam,German
goldenen,German
möglich,German
Flugzeug,German
statt,German
trocken,German
Wunder,German
Lachen,German
tausend,German
vor,German
lief,German
überprüfen,German
Spiel,German
Form,German
gleichsetzen,German
heiß,German
Fehl,German
gebracht,German
Wärme,German
Schnee,German
Reifen,German
bringen,German
ja,German
entfernt,German
füllen,German
Osten,German
malen,German
Sprache,German
unter,German
Einheit,German
Macht,German
Stadt,German
fein,German
sicher,German
fliegen,German
fallen,German
führen,German
Schrei,German
dunkel,German
Maschine,German
note,German
warten,German
Plan,German
Abbildung,German
Stern,German
Kasten,German
Nomen,German
Feld,German
Rest,German
richtig,German
fähig,German
Pfund,German
getan,German
Schönheit,German
Antriebs,German
stand,German
enthalten,German
Front,German
lehren,German
Woche,German
Finale,German
gab,German
grün,German
oh,German
schnell,German
entwickeln,German
Ozean,German
warme,German
kostenlos,German
Minute,German
stark,German
besondere,German
Geist,German
hinter,German
klar,German
Schwanz,German
produzieren,German
Tatsache,German
Raum,German
gehört,German
beste,German
Stunde,German
besser,German
wahr,German
während,German
hundert,German
fünf,German
merken,German
Schritt,German
früh,German
halten,German
Westen,German
Boden,German
Interesse,German
erreichen,German
schnell,German
Verbum,German
singen,German
hören,German
sechs,German
Tabelle,German
Reise,German
weniger,German
Morgen,German
zehn,German
einfach,German
mehrere,German
Vokal,German
auf,German
Krieg,German
legen,German
gegen,German
Muster,German
schleppend,German
Zentrum,German
Liebe,German
Person,German
Geld,German
dienen,German
erscheinen,German
Straße,German
Karte,German
regen,German
Regel,German
regieren,German
ziehen,German
Kälte,German
Hinweis,German
Stimme,German
Energie,German
Jagd,German
wahrscheinlich,German
Bett,German
Bruder,German
Ei,German
Fahrt,German
Zelle,German
glauben,German
vielleicht,German
pflücken,German
plötzlich,German
zählen,German
Platz,German
Grund,German
Dauer,German
vertreten,German
Kunst,German
Thema,German
Region,German
Größe,German
variieren,German
regeln,German
sprechen,German
Gewicht,German
allgemein,German
Eis,German
Materie,German
Kreis,German
Paar,German
umfassen,German
Kluft,German
Silbe,German
Filz,German
groß,German
Kugel,German
noch,German
Welle,German
fallen,German
Herz,German
Uhr,German
vorhanden,German
schwer,German
Tanz,German
Motor,German
Position,German
Arm,German
breit,German
Segel,German
Material,German
Fraktion,German
Wald,German
sitzen,German
Rennen,German
Fenster,German
Speicher,German
Sommer,German
Zug,German
Schlaf,German
beweisen,German
einsam,German
Bein,German
Übung,German
Wand,German
Fang,German
Berg,German
wünschen,German
Himmel,German
Board,German
Freude,German
Winter,German
sa,German
geschrieben,German
wilden,German
Instrument,German
gehalten,German
Glas,German
Gras,German
Kuh,German
Arbeit,German
Rand,German
Zeichen,German
Besuch,German
Vergangenheit,German
weich,German
Spaß,German
hell,German
Gases,German
Wetter,German
Monat,German
Million,German
tragen,German
Finish,German
glücklich,German
hoffen,German
blume,German
kleiden,German
seltsam,German
Vorbei,German
Handel,German
Melodie,German
Reise,German
Büro,German
empfangen,German
Reihe,German
Mund,German
genau,German
Zeichen,German
sterben,German
am wenigsten,German
Ärger,German
Schrei,German
außer,German
schrieb,German
Samen,German
Ton,German
beitreten,German
vorschlagen,German
sauber,German
Pause,German
Dame,German
Hof,German
steigen,German
schlecht,German
Schlag,German
Öl,German
Blut,German
berühren,German
wuchs,German
Cent,German
mischen,German
Mannschaft,German
Draht,German
Kosten,German
verloren,German
braun,German
tragen,German
Garten,German
gleich,German
gesendet,German
wählen,German
fiel,German
passen,German
fließen,German
Messe,German
Bank,German
sammeln,German
sparen,German
Kontrolle,German
dezimal,German
Ohr,German
sonst,German
ganz,German
pleite,German
Fall,German
Mitte,German
töten,German
Sohn,German
See,German
Moment,German
Maßstab,German
laut,German
Frühling,German
beobachten,German
Kind,German
gerade,German
Konsonant,German
Nation,German
Wörterbuch,German
milch,German
Geschwindigkeit,German
Verfahren,German
Orgel,German
zahlen,German
Alter,German
Abschnitt,German
Kleid,German
Wolke,German
Überraschung,German
ruhig,German
Stein,German
winzig,German
Aufstieg,German
kühlen,German
Entwurf,German
arm,German
Menge,German
Versuch,German
Boden,German
Schlüssel,German
Eisen,German
Einzel,German
Stick,German
Wohnung,German
zwanzig,German
Haut,German
Lächeln,German
Falte,German
Loch,German
springen,German
Kind,German
acht,German
Dorf,German
treffen,German
Wurzel,German
kaufen,German
erhöhen,German
lösen,German
Metall,German
ob,German
drücken,German
sieben,German
Absatz,German
dritte,German
wird,German
Hand,German
Haar,German
beschreiben,German
Koch,German
Boden,German
entweder,German
Ergebnis,German
brennen,German
Hügel,German
sicher,German
Katze,German
Jahrhundert,German
betrachten,German
Typ,German
Gesetz,German
Bit,German
Küste,German
Kopie,German
Ausdruck,German
still,German
hoch,German
Sand,German
Boden,German
Rolle,German
Temperatur,German
Finger,German
Industrie,German
Wert,German
Kampf,German
Lüge,German
schlagen,German
begeistern,German
natürlich,German
Blick,German
Sinn,German
Hauptstadt,German
wird nicht,German
Stuhl,German
Achtung,German
Obst,German
reich,German
dick,German
Soldat,German
Prozess,German
betreiben,German
Praxis,German
trennen,German
schwierig,German
Arzt,German
Bitte,German
schützen,German
Mittag,German
Ernte,German
modernen,German
Elementes,German
treffen,German
Schüler,German
Ecke,German
Partei,German
Versorgung,German
deren,German
lokalisieren,German
Rings,German
Charakter,German
insekt,German
gefangen,German
Zeit,German
zeigen,German
Funk,German
Speiche,German
Atom,German
Mensch,German
Geschichte,German
Wirkung,German
elektrisch,German
erwarten,German
Knochen,German
Schiene,German
vorstellen,German
bieten,German
zustimmen,German
so,German
sanft,German
Frau,German
Kapitän,German
erraten,German
erforderlich,German
scharf,German
Flügel,German
schaffen,German
Nachbar,German
Wasch,German
Fledermaus,German
eher,German
Menge,German
mais,German
vergleichen,German
Gedicht,German
Schnur,German
Glocke,German
abhängen,German
Fleisch,German
einreiben,German
Rohr,German
berühmt,German
Dollar,German
Strom,German
Angst,German
Blick,German
dünn,German
Dreieck,German
Erde,German
Eile,German
Chef,German
Kolonie,German
Uhr,German
Mine,German
Krawatte,German
eingeben,German
Dur,German
frisch,German
Suche,German
senden,German
gelb,German
Pistole,German
erlauben,German
Druck,German
tot,German
Stelle,German
Wüste,German
Anzug,German
Strom,German
Aufzug,German
stiegen,German
ankommen,German
Stamm,German
Spur,German
Elternteil,German
Ufer,German
Teilung,German
Blatt,German
Substanz,German
begünstigen,German
verbinden,German
nach,German
verbringen,German
Akkord,German
Fett,German
froh,German
Original,German
Aktie,German
Station,German
Papa,German
Brot,German
aufladen,German
richtig,German
Leiste,German
Angebot,German
Segment,German
Sklave,German
ente,German
Augenblick,German
Markt,German
Grad,German
besiedeln,German
küken,German
liebe,German
Feind,German
antworten,German
Getränk,German
auftreten,German
Unterstützung,German
Rede,German
Natur,German
Angebot,German
Dampf,German
Bewegung,German
Weg,German
Flüssigkeit,German
protokollieren,German
gemeint,German
Quotient,German
Gebiss,German
Schale,German
Hals,German
Sauerstoff,German
Zucker,German
Tod,German
ziemlich,German
Geschicklichkeit,German
Frauen,German
Saison,German
Lösung,German
Magnet,German
Silber,German
danken,German
Zweig,German
Spiel,German
Suffix,German
insbesondere,German
Feige,German
ängstlich,German
riesig,German
Schwester,German
Stahl,German
diskutieren,German
vorwärts,German
ähnlich,German
führen,German
Erfahrung,German
Partitur,German
apfel,German
gekauft,German
geführt,German
Tonhöhe,German
Mantel,German
Masse,German
Karte,German
Band,German
Seil,German
Rutsch,German
gewinnen,German
träumen,German
Abend,German
Zustand,German
Futtermittel,German
Werkzeug,German
gesamt,German
Basis,German
Geruch,German
Tal,German
noch,German
doppelt,German
Sitz,German
fortsetzen,German
Block,German
Tabelle,German
Hut,German
verkaufen,German
Erfolg,German
Firma,German
subtrahieren,German
Veranstaltung,German
besondere,German
viel,German
schwimmen,German
Begriff,German
Gegenteil,German
Frau,German
Schuh,German
Schulter,German
Verbreitung,German
arrangieren,German
Lager,German
erfinden,German
Baumwolle,German
geboren,German
bestimmen,German
Quart,German
neun,German
Lastwagen,German
Lärm,German
Ebene,German
Chance,German
sammeln,German
Geschäft,German
Stretch,German
werfen,German
Glanz,German
Immobilien,German
Spalte,German
Molekül,German
wählen,German
falsch,German
grau,German
Wiederholung,German
erfordern,German
breit,German
vorbereiten,German
Salz,German
Nase,German
mehreren,German
Zorn,German
Anspruch,German
Kontinent,German
come,Italian
io,Italian
il suo,Italian
che,Italian
lui,Italian
era,Italian
per,Italian
su,Italian
sono,Italian
con,Italian
essi,Italian
essere,Italian
a,Italian
uno,Italian
avere,Italian
questo,Italian
da,Italian
da,Italian
caldo,Italian
parola,Italian
ma,Italian
cosa,Italian
alcuni,Italian
è,Italian
esso,Italian
voi,Italian
o,Italian
aveva,Italian
il,Italian
di,Italian
a,Italian
e,Italian
un,Italian
in,Italian
noi,Italian
lattina,Italian
fuori,Italian
altro,Italian
erano,Italian
che,Italian
fare,Italian
loro,Italian
tempo,Italian
se,Italian
volontà,Italian
come,Italian
suddetto,Italian
un,Italian
ogni,Italian
dire,Italian
fa,Italian
set,Italian
tre,Italian
desiderare,Italian
aria,Italian
bene,Italian
anche,Italian
giocare,Italian
piccolo,Italian
fine,Italian
mettere,Italian
casa,Italian
leggere,Italian
mano,Italian
porto,Italian
grande,Italian
compitare,Italian
aggiungere,Italian
anche,Italian
terra,Italian
qui,Italian
mosto,Italian
grande,Italian
alto,Italian
tale,Italian
seguire,Italian
atto,Italian
perché,Italian
chiedere,Italian
maschi,Italian
cambiamento,Italian
è andato,Italian
luce,Italian
tipo,Italian
spento,Italian
bisogno,Italian
casa,Italian
immagine,Italian
provare,Italian
noi,Italian
di nuovo,Italian
animale,Italian
punto,Italian
madre,Italian
mondo,Italian
vicino,Italian
costruire,Italian
se stesso,Italian
terra,Italian
padre,Italian
qualsiasi,Italian
nuovo,Italian
lavoro,Italian
parte,Italian
prendere,Italian
ottenere,Italian
posto,Italian
fatto,Italian
vivere,Italian
dove,Italian
dopo,Italian
indietro,Italian
poco,Italian
solo,Italian
turno,Italian
uomo,Italian
anno,Italian
è venuto,Italian
spettacolo,Italian
ogni,Italian
buono,Italian
me,Italian
dare,Italian
il nostro,Italian
sotto,Italian
nome,Italian
molto,Italian
attraverso,Italian
solo,Italian
forma,Italian
frase,Italian
grande,Italian
pensare,Italian
dire,Italian
aiutare,Italian
basso,Italian
linea,Italian
differire,Italian
turno,Italian
causa,Italian
molto,Italian
dire,Italian
prima,Italian
spostare,Italian
diritto,Italian
ragazzo,Italian
vecchio,Italian
troppo,Italian
stesso,Italian
lei,Italian
tutto,Italian
ci,Italian
quando,Italian
su,Italian
uso,Italian
il tuo,Italian
modo,Italian
circa,Italian
molti,Italian
allora,Italian
loro,Italian
scrivere,Italian
sarebbe,Italian
come,Italian
così,Italian
queste,Italian
lei,Italian
lungo,Italian
rendere,Italian
cosa,Italian
vedere,Italian
lui,Italian
due,Italian
ha,Italian
guardare,Italian
di più,Italian
giorno,Italian
potuto,Italian
andare,Italian
venire,Italian
ha fatto,Italian
numero,Italian
suono,Italian
no,Italian
più,Italian
persone,Italian
il mio,Italian
oltre,Italian
sapere,Italian
acqua,Italian
di,Italian
chiamata,Italian
primo,Italian
che,Italian
può,Italian
giù,Italian
lato,Italian
stato,Italian
ora,Italian
trovare,Italian
testa,Italian
stare in piedi,Italian
proprio,Italian
pagina,Italian
dovrebbe,Italian
paese,Italian
fondare,Italian
risposta,Italian
scuola,Italian
crescere,Italian
studio,Italian
ancora,Italian
imparare,Italian
impianto,Italian
copertura,Italian
cibo,Italian
sole,Italian
quattro,Italian
fra,Italian
stato,Italian
mantenere,Italian
occhio,Italian
mai,Italian
ultimo,Italian
lasciare,Italian
pensiero,Italian
città,Italian
albero,Italian
attraversare,Italian
fattoria,Italian
difficile,Italian
inizio,Italian
forza,Italian
storia,Italian
sega,Italian
lontano,Italian
mare,Italian
disegnare,Italian
sinistra,Italian
tardi,Italian
run,Italian
non,Italian
mentre,Italian
stampa,Italian
close,Italian
notte,Italian
reale,Italian
vita,Italian
pochi,Italian
nord,Italian
libro,Italian
portare,Italian
ha preso,Italian
scienza,Italian
mangiare,Italian
camera,Italian
amico,Italian
ha iniziato,Italian
idea,Italian
pesce,Italian
montagna,Italian
stop,Italian
una volta,Italian
base,Italian
sentire,Italian
cavallo,Italian
taglio,Italian
sicuro,Italian
orologio,Italian
colore,Italian
volto,Italian
legno,Italian
principale,Italian
aperto,Italian
sembrare,Italian
insieme,Italian
prossimo,Italian
bianco,Italian
bambini,Italian
inizio,Italian
ottenuto,Italian
camminare,Italian
esempio,Italian
alleviare,Italian
carta,Italian
gruppo,Italian
sempre,Italian
musica,Italian
quelli,Italian
entrambi,Italian
marchio,Italian
spesso,Italian
lettera,Italian
fino a quando,Italian
miglio,Italian
fiume,Italian
auto,Italian
piedi,Italian
cura,Italian
secondo,Italian
abbastanza,Italian
pianura,Italian
ragazza,Italian
solito,Italian
giovane,Italian
pronto,Italian
sopra,Italian
mai,Italian
rosso,Italian
elenco,Italian
anche se,Italian
sentire,Italian
Discussioni,Italian
uccello,Italian
presto,Italian
corpo,Italian
cane,Italian
famiglia,Italian
diretto,Italian
posa,Italian
lasciare,Italian
canzone,Italian
misurare,Italian
porta,Italian
prodotto,Italian
nero,Italian
breve,Italian
numerale,Italian
classe,Italian
vento,Italian
domanda,Italian
accadere,Italian
integrale,Italian
nave,Italian
area,Italian
metà,Italian
rock,Italian
ordine,Italian
fuoco,Italian
sud,Italian
problema,Italian
pezzo,Italian
ha detto,Italian
sapeva,Italian
passare,Italian
da,Italian
top,Italian
tutto,Italian
re,Italian
strada,Italian
pollice,Italian
moltiplicare,Italian
niente,Italian
corso,Italian
soggiornare,Italian
ruota,Italian
completo,Italian
vigore,Italian
blu,Italian
oggetto,Italian
decidere,Italian
superficie,Italian
profondità,Italian
luna,Italian
isola,Italian
piede,Italian
sistema,Italian
occupato,Italian
test,Italian
record,Italian
barca,Italian
comune,Italian
oro,Italian
possibile,Italian
piano,Italian
vece,Italian
asciutto,Italian
meraviglia,Italian
ridere,Italian
migliaia,Italian
fa,Italian
corse,Italian
controllare,Italian
gioco,Italian
forma,Italian
uguagliare,Italian
caldo,Italian
perdere,Italian
portato,Italian
calore,Italian
neve,Italian
pneumatico,Italian
portare,Italian
sì,Italian
lontano,Italian
riempire,Italian
est,Italian
dipingere,Italian
lingua,Italian
tra,Italian
unità,Italian
potenza,Italian
città,Italian
fine,Italian
certo,Italian
volare,Italian
cadere,Italian
portare,Italian
grido,Italian
scuro,Italian
macchina,Italian
nota,Italian
aspettare,Italian
piano,Italian
figura,Italian
stella,Italian
scatola,Italian
sostantivo,Italian
campo,Italian
resto,Italian
corretto,Italian
in grado di,Italian
libbra,Italian
done,Italian
bellezza,Italian
unità,Italian
sorgeva,Italian
contenere,Italian
frontale,Italian
insegnare,Italian
settimana,Italian
finale,Italian
ha dato,Italian
verde,Italian
oh,Italian
veloce,Italian
sviluppare,Italian
oceano,Italian
caldo,Italian
gratuito,Italian
minuto,Italian
forte,Italian
speciale,Italian
mente,Italian
dietro,Italian
chiaro,Italian
coda,Italian
produrre,Italian
fatto,Italian
spazio,Italian
sentito,Italian
migliore,Italian
ora,Italian
meglio,Italian
vero,Italian
durante,Italian
cento,Italian
cinque,Italian
ricordare,Italian
passo,Italian
presto,Italian
tenere,Italian
ovest,Italian
terra,Italian
interesse,Italian
raggiungere,Italian
veloce,Italian
verbo,Italian
cantare,Italian
ascoltare,Italian
sei,Italian
tavolo,Italian
viaggi,Italian
meno,Italian
mattina,Italian
dieci,Italian
semplice,Italian
alcuni,Italian
vocale,Italian
verso,Italian
guerra,Italian
porre,Italian
contro,Italian
modello,Italian
lento,Italian
centro,Italian
amore,Italian
persona,Italian
soldi,Italian
servire,Italian
apparire,Italian
strada,Italian
mappa,Italian
pioggia,Italian
regola,Italian
governare,Italian
tirare,Italian
freddo,Italian
avviso,Italian
voce,Italian
energia,Italian
caccia,Italian
probabile,Italian
letto,Italian
fratello,Italian
uovo,Italian
giro,Italian
cella,Italian
credere,Italian
forse,Italian
scegliere,Italian
improvviso,Italian
contare,Italian
piazza,Italian
motivo,Italian
lunghezza,Italian
rappresentare,Italian
arte,Italian
soggetto,Italian
regione,Italian
dimensione,Italian
variare,Italian
risolvere,Italian
parlare,Italian
peso,Italian
generale,Italian
ghiaccio,Italian
materia,Italian
cerchio,Italian
coppia,Italian
includere,Italian
divide,Italian
sillaba,Italian
feltro,Italian
grande,Italian
palla,Italian
ancora,Italian
onda,Italian
cadere,Italian
cuore,Italian
am,Italian
presente,Italian
pesante,Italian
danza,Italian
motore,Italian
posizione,Italian
braccio,Italian
ampio,Italian
vela,Italian
materiale,Italian
frazione,Italian
foresta,Italian
sedersi,Italian
gara,Italian
finestra,Italian
negozio,Italian
estate,Italian
treno,Italian
sonno,Italian
dimostrare,Italian
solitario,Italian
gamba,Italian
esercizio,Italian
muro,Italian
prendere,Italian
monte,Italian
desiderio,Italian
cielo,Italian
pensione,Italian
gioia,Italian
inverno,Italian
sat,Italian
scritto,Italian
selvaggio,Italian
strumento,Italian
tenere,Italian
vetro,Italian
erba,Italian
mucca,Italian
lavoro,Italian
bordo,Italian
segno,Italian
visita,Italian
passato,Italian
morbido,Italian
divertimento,Italian
luminoso,Italian
gas,Italian
tempo,Italian
mese,Italian
milione,Italian
sopportare,Italian
finitura,Italian
felice,Italian
speranza,Italian
fiore,Italian
vestire,Italian
strano,Italian
gone,Italian
commercio,Italian
melodia,Italian
viaggio,Italian
ufficio,Italian
ricevere,Italian
fila,Italian
bocca,Italian
esatto,Italian
simbolo,Italian
morire,Italian
meno,Italian
difficoltà,Italian
shout,Italian
tranne,Italian
ha scritto,Italian
seme,Italian
tono,Italian
aderire,Italian
suggerire,Italian
pulito,Italian
pausa,Italian
signora,Italian
cantiere,Italian
salire,Italian
male,Italian
colpo,Italian
olio,Italian
sangue,Italian
toccare,Italian
è cresciuto,Italian
cent,Italian
mescolare,Italian
team,Italian
filo,Italian
costo,Italian
perso,Italian
marrone,Italian
indossare,Italian
giardino,Italian
pari,Italian
inviato,Italian
scegliere,Italian
caduto,Italian
adattarsi,Italian
flusso,Italian
fiera,Italian
banca,Italian
raccogliere,Italian
salvare,Italian
controllo,Italian
decimale,Italian
orecchio,Italian
altro,Italian
abbastanza,Italian
rotto,Italian
caso,Italian
mezzo,Italian
uccidere,Italian
figlio,Italian
lago,Italian
momento,Italian
scala,Italian
forte,Italian
primavera,Italian
osservare,Italian
bambino,Italian
dritto,Italian
consonante,Italian
nazione,Italian
dizionario,Italian
latte,Italian
velocità,Italian
metodo,Italian
organo,Italian
pagare,Italian
età,Italian
sezione,Italian
vestito,Italian
nube,Italian
sorpresa,Italian
tranquillo,Italian
pietra,Italian
piccolo,Italian
salita,Italian
fresco,Italian
design,Italian
povero,Italian
lotto,Italian
esperimento,Italian
fondo,Italian
chiave,Italian
ferro,Italian
singolo,Italian
bastone,Italian
appartamento,Italian
venti,Italian
pelle,Italian
sorriso,Italian
piega,Italian
foro,Italian
salto,Italian
bambino,Italian
otto,Italian
villaggio,Italian
si incontrano,Italian
radice,Italian
acquistare,Italian
aumentare,Italian
risolvere,Italian
metallo,Italian
se,Italian
spingere,Italian
sette,Italian
paragrafo,Italian
terzo,Italian
deve,Italian
tenuto,Italian
capelli,Italian
descrivere,Italian
cuoco,Italian
piano,Italian
o,Italian
risultato,Italian
bruciare,Italian
collina,Italian
sicuro,Italian
gatto,Italian
secolo,Italian
considerare,Italian
tipo,Italian
legge,Italian
bit,Italian
costa,Italian
copia,Italian
frase,Italian
silenzioso,Italian
alto,Italian
sabbia,Italian
suolo,Italian
rotolo,Italian
temperatura,Italian
dito,Italian
industria,Italian
valore,Italian
lotta,Italian
bugia,Italian
battere,Italian
eccitare,Italian
naturale,Italian
vista,Italian
senso,Italian
capitale,Italian
non sarà,Italian
sedia,Italian
pericolo,Italian
frutta,Italian
ricco,Italian
spesso,Italian
soldato,Italian
processo,Italian
operare,Italian
pratica,Italian
separato,Italian
difficile,Italian
medico,Italian
per favore,Italian
proteggere,Italian
mezzogiorno,Italian
raccolto,Italian
moderno,Italian
elemento,Italian
colpire,Italian
studente,Italian
angolo,Italian
partito,Italian
fornitura,Italian
la cui,Italian
individuare,Italian
anello,Italian
carattere,Italian
insetto,Italian
catturato,Italian
periodo,Italian
indicare,Italian
radio,Italian
raggio,Italian
atomo,Italian
umano,Italian
storia,Italian
effetto,Italian
elettrico,Italian
aspettare,Italian
osso,Italian
ferrovia,Italian
immaginare,Italian
fornire,Italian
concordare,Italian
così,Italian
dolce,Italian
donna,Italian
capitano,Italian
indovinare,Italian
necessario,Italian
tagliente,Italian
ala,Italian
creare,Italian
prossimo,Italian
lavaggio,Italian
pipistrello,Italian
piuttosto,Italian
folla,Italian
mais,Italian
confrontare,Italian
poesia,Italian
stringa,Italian
campana,Italian
dipendere,Italian
carne,Italian
strofinare,Italian
tubo,Italian
famoso,Italian
dollaro,Italian
ruscello,Italian
paura,Italian
vista,Italian
sottile,Italian
triangolo,Italian
pianeta,Italian
fretta,Italian
capo,Italian
colonia,Italian
orologio,Italian
miniera,Italian
cravatta,Italian
inserire,Italian
maggiore,Italian
fresco,Italian
ricerca,Italian
inviare,Italian
giallo,Italian
pistola,Italian
consentire,Italian
stampa,Italian
morto,Italian
spot,Italian
deserto,Italian
tuta,Italian
corrente,Italian
ascensore,Italian
rosa,Italian
arrivare,Italian
master,Italian
pista,Italian
genitore,Italian
riva,Italian
divisione,Italian
foglio,Italian
sostanza,Italian
favorire,Italian
collegare,Italian
Messaggio,Italian
spendere,Italian
accordo,Italian
grasso,Italian
felice,Italian
originale,Italian
quota,Italian
stazione,Italian
papà,Italian
pane,Italian
carica,Italian
corretto,Italian
bar,Italian
offerta,Italian
segmento,Italian
schiavo,Italian
anatra,Italian
immediato,Italian
mercato,Italian
grado,Italian
popolare,Italian
pulcino,Italian
caro,Italian
nemico,Italian
rispondere,Italian
bevanda,Italian
verificarsi,Italian
supporto,Italian
discorso,Italian
natura,Italian
gamma,Italian
vapore,Italian
moto,Italian
sentiero,Italian
liquido,Italian
log,Italian
significava,Italian
quoziente,Italian
denti,Italian
guscio,Italian
collo,Italian
ossigeno,Italian
zucchero,Italian
morte,Italian
piuttosto,Italian
abilità,Italian
donne,Italian
stagione,Italian
soluzione,Italian
magnete,Italian
argento,Italian
grazie,Italian
ramo,Italian
partita,Italian
suffisso,Italian
particolarmente,Italian
fico,Italian
impaurito,Italian
enorme,Italian
sorella,Italian
acciaio,Italian
discutere,Italian
avanti,Italian
simile,Italian
guidare,Italian
esperienza,Italian
punteggio,Italian
mela,Italian
comprato,Italian
portato,Italian
pece,Italian
cappotto,Italian
massa,Italian
scheda,Italian
banda,Italian
corda,Italian
slittamento,Italian
vittoria,Italian
sognare,Italian
sera,Italian
condizione,Italian
alimentazione,Italian
strumento,Italian
totale,Italian
di base,Italian
odore,Italian
valle,Italian
né,Italian
doppio,Italian
sedile,Italian
continuare,Italian
blocco,Italian
grafico,Italian
cappello,Italian
vendere,Italian
successo,Italian
azienda,Italian
sottrarre,Italian
evento,Italian
particolare,Italian
affare,Italian
nuoto,Italian
termine,Italian
opposto,Italian
moglie,Italian
scarpa,Italian
spalla,Italian
spread,Italian
organizzare,Italian
campo,Italian
inventare,Italian
cotone,Italian
nascita,Italian
determinare,Italian
quarto di gallone,Italian
nove,Italian
camion,Italian
rumore,Italian
livello,Italian
possibilità,Italian
raccogliere,Italian
negozio,Italian
tratto,Italian
gettare,Italian
shine,Italian
proprietà,Italian
colonna,Italian
molecola,Italian
selezionare,Italian
sbagliato,Italian
grigio,Italian
ripetizione,Italian
richiedere,Italian
ampio,Italian
preparare,Italian
sale,Italian
naso,Italian
plurale,Italian
rabbia,Italian
richiesta,Italian
continente,Italian
comme,French
je,French
son,French
que,French
il,French
était,French
pour,French
sur,French
sont,French
avec,French
ils,French
être,French
à,French
un,French
avoir,French
ce,French
à partir de,French
par,French
chaud,French
mot,French
mais,French
que,French
certains,French
est,French
il,French
vous,French
ou,French
eu,French
la,French
de,French
à,French
et,French
un,French
dans,French
nous,French
boîte,French
dehors,French
autre,French
étaient,French
qui,French
faire,French
leur,French
temps,French
si,French
volonté,French
comment,French
dit,French
un,French
chaque,French
dire,French
ne,French
ensemble,French
trois,French
vouloir,French
air,French
bien,French
aussi,French
jouer,French
petit,French
fin,French
mettre,French
maison,French
lire,French
main,French
port,French
grand,French
épeler,French
ajouter,French
même,French
terre,French
ici,French
il faut,French
grand,French
haut,French
tel,French
suivre,French
